project,arquivo_a,arquivo_b,ctx_a,ctx_b,dunn_p,significativo,sig
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
man-db_v2.13.1-pre1,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,man-db-2.13.1-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-0,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-0,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,0.707528,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,0.956021,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,0.043529,True,*
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,0.621643,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-1,ctx-2,0.025586,True,*
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-1,ctx-2,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,ctx-1,1.0,False,ns
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,ctx-1,1.0,False,ns
